
星辰影院,#genre#
阿加莎2022,http://mmmitv.top/test/kdy.php?id=89687.html&tag=VOM&type=dinary&opt=2
尼罗河上的惨案2022,http://mmmitv.top/test/kdy.php?id=45720.html&tag=VOM&type=dinary&opt=2
阖家辣,http://mmmitv.top/test/kdy.php?id=89633.html&tag=VOM&type=dinary&opt=2
你所知道的邪恶,http://mmmitv.top/test/kdy.php?id=54301.html&tag=VOM&type=dinary&opt=2
纽约的一个雨天,http://mmmitv.top/test/kdy.php?id=39497.html&tag=VOM&type=dinary&opt=2
青蛇：前缘,http://mmmitv.top/test/kdy.php?id=47484.html&tag=VOM&type=dinary&opt=2
看他们如何逃之夭夭,http://mmmitv.top/test/kdy.php?id=81681.html&tag=VOM&type=dinary&opt=2
借来的100天,http://mmmitv.top/test/kdy.php?id=38564.html&tag=VOM&type=dinary&opt=2
露草,http://mmmitv.top/test/kdy.php?id=88909.html&tag=VOM&type=dinary&opt=2
霸权动画,http://mmmitv.top/test/kdy.php?id=88312.html&tag=VOM&type=dinary&opt=2
第五大道 第二季,http://mmmitv.top/test/kdy.php?id=88333.html&tag=VOM&type=dinary&opt=2
魔童谣,http://mmmitv.top/test/kdy.php?id=89572.html&tag=VOM&type=dinary&opt=2
龙女孩,http://mmmitv.top/test/kdy.php?id=89495.html&tag=VOM&type=dinary&opt=2
伊丽莎白：分联肖像,http://mmmitv.top/test/kdy.php?id=89642.html&tag=VOM&type=dinary&opt=2
跑垒,http://mmmitv.top/test/kdy.php?id=89637.html&tag=VOM&type=dinary&opt=2
恣意佳人 第一季,http://mmmitv.top/test/kdy.php?id=89636.html&tag=VOM&type=dinary&opt=2
宵夜江湖 第二季,http://mmmitv.top/test/kdy.php?id=88979.html&tag=VOM&type=dinary&opt=2
Noel Next Door,http://mmmitv.top/test/kdy.php?id=89608.html&tag=VOM&type=dinary&opt=2
已婚圣诞快乐,http://mmmitv.top/test/kdy.php?id=89606.html&tag=VOM&type=dinary&opt=2
宇宙恋曲,http://mmmitv.top/test/kdy.php?id=89605.html&tag=VOM&type=dinary&opt=2
阿松2022,http://mmmitv.top/test/kdy.php?id=89497.html&tag=VOM&type=dinary&opt=2
阿穆,http://mmmitv.top/test/kdy.php?id=89591.html&tag=VOM&type=dinary&opt=2
黑亚当,http://mmmitv.top/test/kdy.php?id=88906.html&tag=VOM&type=dinary&opt=2
七大罪：嫉妒,http://mmmitv.top/test/kdy.php?id=89554.html&tag=VOM&type=dinary&opt=2
性吸引力,http://mmmitv.top/test/kdy.php?id=42981.html&tag=VOM&type=dinary&opt=2
狼狩猎,http://mmmitv.top/test/kdy.php?id=89209.html&tag=VOM&type=dinary&opt=2
喂我,http://mmmitv.top/test/kdy.php?id=89473.html&tag=VOM&type=dinary&opt=2
破局锦衣卫,http://mmmitv.top/test/kdy.php?id=42706.html&tag=VOM&type=dinary&opt=2
奇迹·笨小孩,http://mmmitv.top/test/kdy.php?id=37939.html&tag=VOM&type=dinary&opt=2
20世纪少女,http://mmmitv.top/test/kdy.php?id=89024.html&tag=VOM&type=dinary&opt=2
尘缘不神山,http://mmmitv.top/test/kdy.php?id=89519.html&tag=VOM&type=dinary&opt=2
共助2：国际,http://mmmitv.top/test/kdy.php?id=89382.html&tag=VOM&type=dinary&opt=2
V字猎杀令,http://mmmitv.top/test/kdy.php?id=86823.html&tag=VOM&type=dinary&opt=2
爱的锦囊妙计,http://mmmitv.top/test/kdy.php?id=38423.html&tag=VOM&type=dinary&opt=2
天堂门票,http://mmmitv.top/test/kdy.php?id=79491.html&tag=VOM&type=dinary&opt=2
秦岭密窟,http://mmmitv.top/test/kdy.php?id=54036.html&tag=VOM&type=dinary&opt=2
双面陌生人,http://mmmitv.top/test/kdy.php?id=88886.html&tag=VOM&type=dinary&opt=2
我遇见了魔鬼,http://mmmitv.top/test/kdy.php?id=89407.html&tag=VOM&type=dinary&opt=2
达荷美女战士,http://mmmitv.top/test/kdy.php?id=81873.html&tag=VOM&type=dinary&opt=2
去他的爱：再次中招,http://mmmitv.top/test/kdy.php?id=58207.html&tag=VOM&type=dinary&opt=2
瞬息全宇宙,http://mmmitv.top/test/kdy.php?id=55476.html&tag=VOM&type=dinary&opt=2
地底怪物,http://mmmitv.top/test/kdy.php?id=39180.html&tag=VOM&type=dinary&opt=2
搜救,http://mmmitv.top/test/kdy.php?id=78561.html&tag=movie&type=dinary&opt=3
撒旦的奴隶2,http://mmmitv.top/test/kdy.php?id=78559.html&tag=movie&type=dinary&opt=3
冥界警局2：咒灵崛起,http://mmmitv.top/test/kdy.php?id=78558.html&tag=movie&type=dinary&opt=3
梵天神器,http://mmmitv.top/test/kdy.php?id=78555.html&tag=movie&type=dinary&opt=3
国王的骑手,http://mmmitv.top/test/kdy.php?id=78557.html&tag=movie&type=dinary&opt=3
阿松,http://mmmitv.top/test/kdy.php?id=78556.html&tag=movie&type=dinary&opt=3
寻爱俄罗斯,http://mmmitv.top/test/kdy.php?id=78540.html&tag=movie&type=dinary&opt=3
过去，如今和之后,http://mmmitv.top/test/kdy.php?id=78536.html&tag=movie&type=dinary&opt=3
无惧之爱,http://mmmitv.top/test/kdy.php?id=78535.html&tag=movie&type=dinary&opt=3
过度剂量,http://mmmitv.top/test/kdy.php?id=78549.html&tag=movie&type=dinary&opt=3
非凡守护,http://mmmitv.top/test/kdy.php?id=78543.html&tag=movie&type=dinary&opt=3
我的警察,http://mmmitv.top/test/kdy.php?id=78546.html&tag=movie&type=dinary&opt=3
寻爱俄罗斯,http://mmmitv.top/test/kdy.php?id=78545.html&tag=movie&type=dinary&opt=3
福尔摩斯小姐2,http://mmmitv.top/test/kdy.php?id=78542.html&tag=movie&type=dinary&opt=3
闲山：龙的出现,http://mmmitv.top/test/kdy.php?id=76467.html&tag=movie&type=dinary&opt=3
赛琳娜·戈麦斯：我的思想和我,http://mmmitv.top/test/kdy.php?id=78522.html&tag=movie&type=dinary&opt=3
桥之彼端,http://mmmitv.top/test/kdy.php?id=78521.html&tag=movie&type=dinary&opt=3
福尔摩斯小姐2,http://mmmitv.top/test/kdy.php?id=78539.html&tag=movie&type=dinary&opt=3
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=78528.html&tag=movie&type=dinary&opt=3
巢穴2022,http://mmmitv.top/test/kdy.php?id=78531.html&tag=movie&type=dinary&opt=3
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=78530.html&tag=movie&type=dinary&opt=3
我的警察,http://mmmitv.top/test/kdy.php?id=78524.html&tag=movie&type=dinary&opt=3
巢穴2022,http://mmmitv.top/test/kdy.php?id=78525.html&tag=movie&type=dinary&opt=3
危笑2022,http://mmmitv.top/test/kdy.php?id=77706.html&tag=movie&type=dinary&opt=3
惊心食人族：重生,http://mmmitv.top/test/kdy.php?id=77200.html&tag=movie&type=dinary&opt=3
危笑,http://mmmitv.top/test/kdy.php?id=78501.html&tag=movie&type=dinary&opt=3
东北往事之我叫赵红兵,http://mmmitv.top/test/kdy.php?id=78515.html&tag=movie&type=dinary&opt=3
风云战国之枭雄,http://mmmitv.top/test/kdy.php?id=77072.html&tag=movie&type=dinary&opt=3
执法者2022,http://mmmitv.top/test/kdy.php?id=78511.html&tag=movie&type=dinary&opt=3
鳄鱼莱莱,http://mmmitv.top/test/kdy.php?id=78517.html&tag=movie&type=dinary&opt=3
恶魔的光火,http://mmmitv.top/test/kdy.php?id=78474.html&tag=movie&type=dinary&opt=3
爱莎,http://mmmitv.top/test/kdy.php?id=78373.html&tag=movie&type=dinary&opt=3
恶魔讲习班,http://mmmitv.top/test/kdy.php?id=78491.html&tag=movie&type=dinary&opt=3
这十年幸福中国,http://mmmitv.top/test/kdy.php?id=77984.html&tag=movie&type=dinary&opt=3
执法者,http://mmmitv.top/test/kdy.php?id=78514.html&tag=movie&type=dinary&opt=3
首尔怪谈,http://mmmitv.top/test/kdy.php?id=31842.html&tag=movie&type=dinary&opt=3
蜀山传：万剑归宗,http://mmmitv.top/test/kdy.php?id=30959.html&tag=movie&type=dinary&opt=3
誓不低头2022,http://mmmitv.top/test/kdy.php?id=30505.html&tag=movie&type=dinary&opt=3
双子座计划,http://mmmitv.top/test/kdy.php?id=28667.html&tag=movie&type=dinary&opt=3
狼群,http://mmmitv.top/test/kdy.php?id=77688.html&tag=movie&type=dinary&opt=3
警探奈特：侠盗,http://mmmitv.top/test/kdy.php?id=78503.html&tag=movie&type=dinary&opt=3
正直的候选人2,http://mmmitv.top/test/kdy.php?id=78487.html&tag=movie&type=dinary&opt=3
向北方,http://mmmitv.top/test/kdy.php?id=78498.html&tag=movie&type=dinary&opt=3
国家德比,http://mmmitv.top/test/kdy.php?id=78490.html&tag=movie&type=dinary&opt=3
谁是谁的菜,http://mmmitv.top/test/kdy.php?id=78489.html&tag=movie&type=dinary&opt=3
正义黑客,http://mmmitv.top/test/kdy.php?id=78469.html&tag=movie&type=dinary&opt=3
阖家辣,http://mmmitv.top/test/kdy.php?id=78484.html&tag=movie&type=dinary&opt=3
你将不再孤单,http://mmmitv.top/test/kdy.php?id=31017.html&tag=movie&type=dinary&opt=3
尼罗河上的惨案2022,http://mmmitv.top/test/kdy.php?id=29339.html&tag=movie&type=dinary&opt=3
你好，老叔,http://mmmitv.top/test/kdy.php?id=533.html&tag=movie&type=dinary&opt=3
你所知道的邪恶,http://mmmitv.top/test/kdy.php?id=31180.html&tag=movie&type=dinary&opt=3
江湖菜馆 第三季,http://mmmitv.top/test/kdy.php?id=78481.html&tag=movie&type=dinary&opt=3
江湖菜馆第三季,http://mmmitv.top/test/kdy.php?id=78478.html&tag=movie&type=dinary&opt=3
漂流欲室,http://mmmitv.top/test/kdy.php?id=78477.html&tag=movie&type=dinary&opt=3
看他们如何逃之夭夭,http://mmmitv.top/test/kdy.php?id=77130.html&tag=movie&type=dinary&opt=3
跑垒,http://mmmitv.top/test/kdy.php?id=78473.html&tag=movie&type=dinary&opt=3
恣意佳人第一季,http://mmmitv.top/test/kdy.php?id=78472.html&tag=movie&type=dinary&opt=3
德州传奇公主,http://mmmitv.top/test/kdy.php?id=78470.html&tag=movie&type=dinary&opt=3
宵夜江湖第2季,http://mmmitv.top/test/kdy.php?id=78117.html&tag=movie&type=dinary&opt=3
宵夜江湖 第2季,http://mmmitv.top/test/kdy.php?id=76987.html&tag=movie&type=dinary&opt=3
麻姑,http://mmmitv.top/test/kdy.php?id=78465.html&tag=movie&type=dinary&opt=3
龙女孩,http://mmmitv.top/test/kdy.php?id=78426.html&tag=movie&type=dinary&opt=3
魔童谣,http://mmmitv.top/test/kdy.php?id=78425.html&tag=movie&type=dinary&opt=3
微信公众号（电视免VIP）
中央卫视,#genre#
防失联关注作者,http://tvmvip110.live/view.php/2a6b5e69ca7f4ce8e3da25cc6341610d.mp4
CCTV1,http://39.134.115.221:8080/PLTV/88888910/224/3221225630/index.m3u8
CCTV1,http://39.134.115.221:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV1,http://39.134.115.221:8080/PLTV/88888910/224/3221225762/index.m3u8
CCTV2,http://39.134.115.221:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.134.115.221:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV3,http://39.134.115.221:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.134.115.221:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV4,http://39.134.115.221:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV5,http://39.134.115.221:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.134.115.221:8080/PLTV/88888910/224/3221225751/index.m3u8
CCTV5,http://39.134.115.221:8080/PLTV/88888910/224/3221225752/index.m3u8
CCTV5,http://39.134.115.221:8080/PLTV/88888910/224/3221225754/index.m3u8
CCTV5,http://39.134.115.221:8080/PLTV/88888910/224/3221225755/index.m3u8
CCTV5+,http://39.134.115.221:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.134.115.221:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV6,http://39.134.115.221:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.134.115.221:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV7,http://39.134.115.221:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.134.115.221:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV8,http://39.134.115.221:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.134.115.221:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://39.134.115.221:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.134.115.221:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV10,http://39.134.115.221:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.134.115.221:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV11,http://39.134.115.221:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.134.115.221:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.134.115.221:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV13,http://39.134.115.221:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://39.134.115.221:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.134.115.221:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV15,http://39.134.115.221:8080/PLTV/88888910/224/3221225641/index.m3u8
CETV,http://39.134.115.221:8080/PLTV/88888910/224/3221225661/index.m3u8
CGTN,http://39.134.115.221:8080/PLTV/88888910/224/3221225747/index.m3u8
CGTN记录,http://39.134.115.221:8080/PLTV/88888910/224/3221225645/index.m3u8
CNC,http://39.134.115.221:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC2,http://39.134.115.221:8080/PLTV/88888910/224/3221225694/index.m3u8

CCTV1,http://60.10.167.88:808/hls/1/index.m3u8
CCTV2,http://60.10.167.88:808/hls/2/index.m3u8
CCTV3,http://60.10.167.88:808/hls/3/index.m3u8
CCTV5,http://60.10.167.88:808/hls/5/index.m3u8
CCTV5+,http://60.10.167.88:808/hls/17/index.m3u8
CCTV6,http://60.10.167.88:808/hls/6/index.m3u8
CCTV7,http://60.10.167.88:808/hls/7/index.m3u8
CCTV8,http://60.10.167.88:808/hls/8/index.m3u8
CCTV9,http://60.10.167.88:808/hls/9/index.m3u8
CCTV11,http://60.10.167.88:808/hls/11/index.m3u8
CCTV12,http://60.10.167.88:808/hls/12/index.m3u8
CCTV13,http://60.10.167.88:808/hls/13/index.m3u8
CCTV14,http://60.10.167.88:808/hls/14/index.m3u8
CCTV15,http://60.10.167.88:808/hls/15/index.m3u8
CCTV16,http://60.10.167.88:808/hls/16/index.m3u8
CGTN,http://60.10.167.88:808/hls/16/index.m3u8
CCTV1,http://125.40.191.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://125.40.191.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://125.40.191.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://125.40.191.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://125.40.191.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://125.40.191.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://125.40.191.58:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://125.40.191.58:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://125.40.191.58:9901/tsfile/live/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://125.40.191.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://125.40.191.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://125.40.191.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://125.40.191.58:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://125.40.191.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://125.40.191.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0




微信公众号（电视免VIP）

卫视频道,#genre#

安徽卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225737/index.m3u8
北京卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225674/index.m3u8
东方卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225659/index.m3u8
东南卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225657/index.m3u8
甘肃卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225724/index.m3u8
广东卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225742/index.m3u8
广西卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225731/index.m3u8
贵州卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225728/index.m3u8
海南卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225722/index.m3u8
河北卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225732/index.m3u8
黑龙江卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225736/index.m3u8
湖北卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225740/index.m3u8
湖南卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225745/index.m3u8
吉林卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225680/index.m3u8
江苏卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225743/index.m3u8
江西卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225746/index.m3u8
辽宁卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225735/index.m3u8
内蒙古卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225727/index.m3u8
山东卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225738/index.m3u8
山西卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225730/index.m3u8
陕西卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225729/index.m3u8
深圳卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225741/index.m3u8
四川卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225739/index.m3u8
西藏卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225725/index.m3u8
云南卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225664/index.m3u8
浙江卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225744/index.m3u8
重庆卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.115.221:8080/PLTV/88888910/224/3221225734/index.m3u8
北京纪实科教,http://39.134.115.221:8080/PLTV/88888910/224/3221225676/index.m3u8
北京卡酷,http://39.134.115.221:8080/PLTV/88888910/224/3221225677/index.m3u8
财经电视剧,http://39.134.115.221:8080/PLTV/88888910/224/3221225765/index.m3u8
财经电影,http://39.134.115.221:8080/PLTV/88888910/224/3221225766/index.m3u8
财经体育,http://39.134.115.221:8080/PLTV/88888910/224/3221225767/index.m3u8
超级电视剧,http://39.134.115.221:8080/PLTV/88888910/224/3221225625/index.m3u8
超级电影,http://39.134.115.221:8080/PLTV/88888910/224/3221225623/index.m3u8
超级体育,http://39.134.115.221:8080/PLTV/88888910/224/3221225622/index.m3u8
超级体育,http://39.134.115.221:8080/PLTV/88888910/224/3221225648/index.m3u8
超级综艺,http://39.134.115.221:8080/PLTV/88888910/224/3221225620/index.m3u8
超级综艺,http://39.134.115.221:8080/PLTV/88888910/224/3221225768/index.m3u8
潮妈辣婆,http://39.134.115.221:8080/PLTV/88888910/224/3221225708/index.m3u8
哒啵赛事,http://39.134.115.221:8080/PLTV/88888910/224/3221225653/index.m3u8
哒啵赛事,http://39.134.115.221:8080/PLTV/88888910/224/3221225749/index.m3u8
哒啵赛事,http://39.134.115.221:8080/PLTV/88888910/224/3221225750/index.m3u8
古装剧场,http://39.134.115.221:8080/PLTV/88888910/224/3221225678/index.m3u8
哈哈炫动,http://39.134.115.221:8080/PLTV/88888910/224/3221225720/index.m3u8
黑莓电影,http://39.134.115.221:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影,http://39.134.115.221:8080/PLTV/88888910/224/3221225764/index.m3u8
黑莓电影,http://39.134.115.221:8080/PLTV/88888910/224/3221225769/index.m3u8
黑莓动画,http://39.134.115.221:8080/PLTV/88888910/224/3221225672/index.m3u8
纪实人文,http://39.134.115.221:8080/PLTV/88888910/224/3221225654/index.m3u8
纪实人文,http://39.134.115.221:8080/PLTV/88888910/224/3221225655/index.m3u8
家庭剧场,http://39.134.115.221:8080/PLTV/88888910/224/3221225713/index.m3u8
金牌综艺,http://39.134.115.221:8080/PLTV/88888910/224/3221225711/index.m3u8
金鹰卡通,http://39.134.115.221:8080/PLTV/88888910/224/3221225721/index.m3u8
精品大剧,http://39.134.115.221:8080/PLTV/88888910/224/3221225714/index.m3u8
精品体育,http://39.134.115.221:8080/PLTV/88888910/224/3221225709/index.m3u8
军旅剧场,http://39.134.115.221:8080/PLTV/88888910/224/3221225669/index.m3u8
军事评论,http://39.134.115.221:8080/PLTV/88888910/224/3221225757/index.m3u8
快乐购,http://39.134.115.221:8080/PLTV/88888910/224/3221225710/index.m3u8
农业致富,http://39.134.115.221:8080/PLTV/88888910/224/3221225670/index.m3u8
山东教育,http://39.134.115.221:8080/PLTV/88888910/224/3221225719/index.m3u8
武博世界,http://39.134.115.221:8080/PLTV/88888910/224/3221225656/index.m3u8
炫舞未来,http://39.134.115.221:8080/PLTV/88888910/224/3221225707/index.m3u8
怡伴健康,http://39.134.115.221:8080/PLTV/88888910/224/3221225666/index.m3u8
优漫卡通1,http://39.134.115.221:8080/PLTV/88888910/224/3221225665/index.m3u8
中国功夫,http://39.134.115.221:8080/PLTV/88888910/224/3221225660/index.m3u8
16号,http://39.134.115.221:8080/PLTV/88888910/224/3221225712/index.m3u8
20号,http://39.134.115.221:8080/PLTV/88888910/224/3221225716/index.m3u8
爱上4K[3840*2160],http://39.134.115.221:8080/PLTV/88888910/224/3221225786/index.m3u8

深圳卫视,http://60.10.167.88:808/hls/23/index.m3u8
黑龙江卫视,http://60.10.167.88:808/hls/27/index.m3u8
上海卫视,http://60.10.167.88:808/hls/32/index.m3u8
山东卫视,http://60.10.167.88:808/hls/24/index.m3u8
四川卫士,http://60.10.167.88:808/hls/31/index.m3u8
湖南卫视,http://60.10.167.88:808/hls/19/index.m3u8
辽宁卫视,http://60.10.167.88:808/hls/28/index.m3u8
浙江卫视,http://60.10.167.88:808/hls/26/index.m3u8
江苏卫视,http://60.10.167.88:808/hls/20/index.m3u8
河北卫视,http://60.10.167.88:808/hls/18/index.m3u8
安徽卫视,http://60.10.167.88:808/hls/29/index.m3u8
湖北卫视,http://60.10.167.88:808/hls/30/index.m3u8
天津卫视,http://60.10.167.88:808/hls/22/index.m3u8
重庆卫视,http://60.10.167.88:808/hls/33/index.m3u8
广东卫视,http://60.10.167.88:808/hls/25/index.m3u8
青海卫视,http://60.10.167.88:808/hls/40/index.m3u8
广西卫视,http://60.10.167.88:808/hls/35/index.m3u8
陕西卫视,http://60.10.167.88:808/hls/37/index.m3u8
吉林卫视,http://60.10.167.88:808/hls/36/index.m3u8
山西卫视,http://60.10.167.88:808/hls/38/index.m3u8
内蒙古卫视,http://60.10.167.88:808/hls/39/index.m3u8
东南卫视,http://60.10.167.88:808/hls/34/index.m3u8
贵州卫视,http://60.10.167.88:808/hls/49/index.m3u8
甘肃卫视,http://60.10.167.88:808/hls/44/index.m3u8
新疆卫视,http://60.10.167.88:808/hls/43/index.m3u8
海南卫视,http://60.10.167.88:808/hls/45/index.m3u8
云南卫视,http://60.10.167.88:808/hls/47/index.m3u8
宁夏卫视,http://60.10.167.88:808/hls/41/index.m3u8
西藏卫视,http://60.10.167.88:808/hls/42/index.m3u8
北京卫视,http://125.40.191.58:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://125.40.191.58:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://125.40.191.58:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://125.40.191.58:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://125.40.191.58:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://125.40.191.58:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.40.191.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://125.40.191.58:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.40.191.58:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://125.40.191.58:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://125.40.191.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://125.40.191.58:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://125.40.191.58:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://125.40.191.58:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://125.40.191.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0

港台频道,#genre#
防失联关注作者,http://tvmvip110.live/view.php/2a6b5e69ca7f4ce8e3da25cc6341610d.mp4

凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
